#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
AGO3	FXR1	9606.ENSP00000362287	9606.ENSP00000350170	0	0	0	0	0.061	0.245	0	0.439	0.568
AGO3	DDX39B	9606.ENSP00000362287	9606.ENSP00000416269	0	0	0	0	0	0.098	0	0.390	0.426
AGO3	MAPKAPK3	9606.ENSP00000362287	9606.ENSP00000396467	0	0	0	0	0	0	0.500	0.067	0.513
AGO3	RBBP7	9606.ENSP00000362287	9606.ENSP00000369424	0	0	0	0	0.055	0.081	0.500	0	0.527
AHR	RELB	9606.ENSP00000242057	9606.ENSP00000221452	0	0	0	0	0.042	0	0	0.483	0.484
AHR	AR	9606.ENSP00000242057	9606.ENSP00000363822	0	0	0	0	0.059	0.294	0	0.228	0.443
AHR	UGT1A8	9606.ENSP00000242057	9606.ENSP00000362549	0	0	0	0	0.054	0	0	0.446	0.453
AHR	NR1I3	9606.ENSP00000242057	9606.ENSP00000356959	0	0	0	0	0.059	0.045	0	0.447	0.459
AHSA1	FKBP4	9606.ENSP00000216479	9606.ENSP00000001008	0	0	0	0	0.392	0.613	0	0.894	0.973
AHSA1	PTOV1	9606.ENSP00000216479	9606.ENSP00000375717	0	0	0	0	0.050	0	0	0.399	0.405
AHSA1	FLNA	9606.ENSP00000216479	9606.ENSP00000358866	0	0	0	0	0.044	0	0	0.435	0.436
AHSA1	DNAJB13	9606.ENSP00000216479	9606.ENSP00000344431	0	0	0	0	0.399	0.071	0	0.265	0.553
AHSA1	TTC4	9606.ENSP00000216479	9606.ENSP00000360329	0	0	0	0	0.150	0.329	0	0.435	0.650
AHSA1	CHORDC1	9606.ENSP00000216479	9606.ENSP00000319255	0	0	0	0	0.272	0.507	0	0.637	0.858
AHSA1	TRAP1	9606.ENSP00000216479	9606.ENSP00000246957	0	0	0	0	0.374	0.641	0	0.496	0.877
AHSA1	HSP90B1	9606.ENSP00000216479	9606.ENSP00000299767	0	0	0	0	0.308	0.682	0	0.647	0.915
AHSP	SLC25A37	9606.ENSP00000307199	9606.ENSP00000429200	0	0	0	0	0.384	0	0	0.269	0.530
AHSP	OSBP2	9606.ENSP00000307199	9606.ENSP00000332576	0	0	0	0	0.486	0	0	0.144	0.541
AKR1B15	KCNAB3	9606.ENSP00000389289	9606.ENSP00000302719	0.054	0	0	0	0.192	0	0.183	0.418	0.588
ALG10	DDOST	9606.ENSP00000266483	9606.ENSP00000399457	0	0	0	0	0	0	0.900	0.085	0.904
ALG10	STT3B	9606.ENSP00000266483	9606.ENSP00000295770	0	0	0	0	0.042	0.045	0.900	0.188	0.915
ALG9-2	DNAJB11	9606.ENSP00000482396	9606.ENSP00000414398	0	0	0	0	0	0.054	0	0.418	0.426
AMFR	CDC34	9606.ENSP00000290649	9606.ENSP00000215574	0	0	0	0	0.062	0.091	0	0.410	0.453
AMFR	CD82	9606.ENSP00000290649	9606.ENSP00000227155	0	0	0	0	0.048	0.510	0	0.644	0.819
AMFR	UFD1	9606.ENSP00000290649	9606.ENSP00000263202	0	0	0	0	0.086	0.481	0	0.846	0.920
AMFR	SIAH1	9606.ENSP00000290649	9606.ENSP00000349156	0	0	0	0	0.048	0	0	0.406	0.411
AMFR	HSP90B1	9606.ENSP00000290649	9606.ENSP00000299767	0	0	0	0	0.135	0.316	0	0.282	0.538
AMFR	UBE2D1	9606.ENSP00000290649	9606.ENSP00000363019	0	0	0	0	0	0.440	0	0.614	0.775
AMFR	CD3D	9606.ENSP00000290649	9606.ENSP00000300692	0	0	0	0	0	0.642	0	0.400	0.776
AMFR	RNF139	9606.ENSP00000290649	9606.ENSP00000304051	0	0	0	0.555	0	0.087	0.720	0.584	0.884
ANK2	GABARAPL2	9606.ENSP00000349588	9606.ENSP00000037243	0	0	0	0	0.055	0.367	0	0.187	0.471
ANK2	RELB	9606.ENSP00000349588	9606.ENSP00000221452	0	0	0	0	0.064	0.098	0	0.725	0.748
ANK2	YKT6	9606.ENSP00000349588	9606.ENSP00000223369	0	0	0	0	0	0.064	0.500	0.149	0.566
ANK2	SKP1	9606.ENSP00000349588	9606.ENSP00000231487	0	0	0	0	0.055	0.062	0	0.889	0.893
ANK2	NUMBL	9606.ENSP00000349588	9606.ENSP00000252891	0	0	0	0	0	0	0	0.542	0.542
ANK2	DTX1	9606.ENSP00000349588	9606.ENSP00000257600	0	0	0	0	0.064	0.050	0	0.757	0.765
ANK2	ERBB2	9606.ENSP00000349588	9606.ENSP00000269571	0	0	0	0	0	0.045	0	0.823	0.824
ANK2	HIF1AN	9606.ENSP00000349588	9606.ENSP00000299163	0	0	0	0	0	0.217	0	0.292	0.422
ANK2	HOMER2	9606.ENSP00000349588	9606.ENSP00000305632	0	0	0	0	0	0.080	0	0.448	0.470
ANK2	PLEC	9606.ENSP00000349588	9606.ENSP00000323856	0	0	0	0	0.057	0.067	0	0.593	0.610
ANK2	EZR	9606.ENSP00000349588	9606.ENSP00000338934	0	0	0	0	0	0.128	0	0.625	0.659
ANK2	CAV3	9606.ENSP00000349588	9606.ENSP00000341940	0	0	0	0	0	0	0	0.581	0.581
ANK2	GRIA1	9606.ENSP00000349588	9606.ENSP00000428994	0	0	0	0	0.175	0.046	0	0.302	0.403
ANK2	FLNA	9606.ENSP00000349588	9606.ENSP00000358866	0	0	0	0	0.104	0.069	0	0.370	0.429
ANK2	BRCA2	9606.ENSP00000349588	9606.ENSP00000369497	0	0	0	0	0	0	0	0.461	0.461
ANK2	PERM1	9606.ENSP00000349588	9606.ENSP00000414022	0	0	0	0	0.064	0.098	0	0.445	0.490
ANK2	DDX42	9606.ENSP00000349588	9606.ENSP00000464050	0	0	0	0	0	0.050	0	0.516	0.520
ANK2	CLTCL1	9606.ENSP00000349588	9606.ENSP00000441158	0	0	0	0	0.055	0.085	0	0.530	0.558
ANK2	TRPM2	9606.ENSP00000349588	9606.ENSP00000381026	0	0	0	0	0	0	0	0.610	0.610
ANK2	MARCKS	9606.ENSP00000349588	9606.ENSP00000478061	0	0	0	0	0.067	0.130	0	0.579	0.628
ANK2	DGKZ	9606.ENSP00000349588	9606.ENSP00000412178	0	0	0	0	0	0	0	0.690	0.690
ANXA2R	AXL	9606.ENSP00000315915	9606.ENSP00000301178	0	0	0	0	0	0	0	0.486	0.485
APOD	ABCA7	9606.ENSP00000345179	9606.ENSP00000263094	0	0	0	0	0	0	0	0.437	0.437
APOD	SST	9606.ENSP00000345179	9606.ENSP00000287641	0	0	0	0	0.076	0	0	0.547	0.563
APOD	HIF1AN	9606.ENSP00000345179	9606.ENSP00000299163	0	0	0	0	0.067	0	0	0.412	0.427
APOD	PLTP	9606.ENSP00000345179	9606.ENSP00000417138	0	0	0	0	0.067	0	0	0.668	0.677
AR	FKBP4	9606.ENSP00000363822	9606.ENSP00000001008	0	0	0	0	0.047	0.338	0.800	0.500	0.928
AR	KRT14	9606.ENSP00000363822	9606.ENSP00000167586	0	0	0	0	0	0.058	0	0.479	0.488
AR	CHGA	9606.ENSP00000363822	9606.ENSP00000216492	0	0	0	0	0	0	0	0.592	0.592
AR	NR3C1	9606.ENSP00000363822	9606.ENSP00000231509	0	0	0	0.809	0.042	0	0.500	0.607	0.795
AR	WDR77	9606.ENSP00000363822	9606.ENSP00000235090	0	0	0	0	0	0.522	0	0.355	0.679
AR	AHR	9606.ENSP00000363822	9606.ENSP00000242057	0	0	0	0	0.059	0.294	0	0.228	0.443
AR	TWIST1	9606.ENSP00000363822	9606.ENSP00000242261	0	0	0	0	0.042	0	0	0.415	0.416
AR	ATXN1	9606.ENSP00000363822	9606.ENSP00000244769	0	0	0	0	0	0	0	0.428	0.428
AR	JUND	9606.ENSP00000363822	9606.ENSP00000252818	0	0	0	0	0	0.242	0	0.501	0.606
AR	NR0B2	9606.ENSP00000363822	9606.ENSP00000254227	0	0	0	0	0	0.510	0	0.550	0.770
AR	CDK7	9606.ENSP00000363822	9606.ENSP00000256443	0	0	0	0	0	0.510	0	0.302	0.643
AR	KAT7	9606.ENSP00000363822	9606.ENSP00000259021	0	0	0	0	0	0.294	0	0.461	0.603
AR	CREBBP	9606.ENSP00000363822	9606.ENSP00000262367	0	0	0	0	0.042	0.794	0	0.815	0.960
AR	PRDX1	9606.ENSP00000363822	9606.ENSP00000262746	0	0	0	0	0	0.292	0	0.528	0.651
AR	PIAS4	9606.ENSP00000363822	9606.ENSP00000262971	0	0	0	0	0.055	0.513	0	0.249	0.624
AR	ERBB2	9606.ENSP00000363822	9606.ENSP00000269571	0	0	0	0	0.058	0.092	0	0.772	0.788
AR	USP12	9606.ENSP00000363822	9606.ENSP00000282344	0	0	0	0	0	0.625	0.500	0.294	0.856
AR	PPARG	9606.ENSP00000363822	9606.ENSP00000287820	0	0	0	0.571	0	0	0	0.517	0.517
AR	HSP90B1	9606.ENSP00000363822	9606.ENSP00000299767	0	0	0	0	0.058	0.159	0.900	0.285	0.935
AR	PA2G4	9606.ENSP00000363822	9606.ENSP00000302886	0	0	0	0	0.055	0.512	0	0.247	0.622
AR	SOX2	9606.ENSP00000363822	9606.ENSP00000323588	0	0	0	0	0.049	0.071	0	0.513	0.532
AR	H3C13	9606.ENSP00000363822	9606.ENSP00000333277	0	0	0	0	0	0.042	0.500	0.589	0.786
AR	UXT	9606.ENSP00000363822	9606.ENSP00000337393	0	0	0	0	0.044	0.625	0	0.370	0.754
AR	ASH2L	9606.ENSP00000363822	9606.ENSP00000340896	0	0	0	0	0	0.298	0	0.515	0.645
AR	SIAH1	9606.ENSP00000363822	9606.ENSP00000349156	0	0	0	0	0	0	0	0.436	0.436
AR	SFPQ	9606.ENSP00000363822	9606.ENSP00000349748	0	0	0	0	0	0.292	0	0.496	0.627
AR	TFEB	9606.ENSP00000363822	9606.ENSP00000351742	0	0	0	0	0	0.053	0	0.509	0.515
AR	PCBP2	9606.ENSP00000363822	9606.ENSP00000352438	0	0	0	0	0.048	0	0	0.422	0.426
AR	TAB2	9606.ENSP00000363822	9606.ENSP00000356426	0	0	0	0	0.042	0.364	0	0.116	0.414
AR	FLNA	9606.ENSP00000363822	9606.ENSP00000358866	0	0	0	0	0.043	0.474	0	0.706	0.839
AR	KDM4A	9606.ENSP00000363822	9606.ENSP00000361473	0	0	0	0	0	0.328	0	0.636	0.745
AR	E2F4	9606.ENSP00000363822	9606.ENSP00000368686	0	0	0	0	0	0.292	0	0.210	0.417
AR	BCOR	9606.ENSP00000363822	9606.ENSP00000367705	0	0	0	0	0.067	0.420	0	0.045	0.438
AR	STK26	9606.ENSP00000363822	9606.ENSP00000377867	0	0	0	0	0	0	0	0.439	0.439
AR	GLI3	9606.ENSP00000363822	9606.ENSP00000379258	0	0	0	0	0.102	0.311	0	0.219	0.474
AR	CDK1	9606.ENSP00000363822	9606.ENSP00000378699	0	0	0	0	0	0.045	0	0.482	0.484
AR	BRCA2	9606.ENSP00000363822	9606.ENSP00000369497	0	0	0	0	0	0	0	0.594	0.594
AR	NDRG1	9606.ENSP00000363822	9606.ENSP00000404854	0	0	0	0	0.051	0.452	0	0.397	0.659
AR	PRKCB	9606.ENSP00000363822	9606.ENSP00000496129	0	0	0	0	0	0.292	0	0.636	0.731
AR	SUMO1	9606.ENSP00000363822	9606.ENSP00000376077	0	0	0	0	0.054	0.328	0.400	0.415	0.747
ARFGEF2	FLNA	9606.ENSP00000360985	9606.ENSP00000358866	0	0	0	0	0.053	0.226	0	0.856	0.885
ARFGEF2	NEDD4L	9606.ENSP00000360985	9606.ENSP00000383199	0	0	0	0	0.055	0.131	0	0.420	0.482
ARFIP1	SMIM14	9606.ENSP00000296557	9606.ENSP00000295958	0	0	0	0	0.078	0	0	0.475	0.495
ARFIP1	STX12	9606.ENSP00000296557	9606.ENSP00000363054	0	0	0	0	0.111	0	0	0.374	0.420
ARHGAP26	RHOD	9606.ENSP00000274498	9606.ENSP00000308576	0	0	0	0	0	0.046	0.400	0.184	0.492
ARHGAP26	LGI1	9606.ENSP00000274498	9606.ENSP00000360472	0	0	0	0	0	0	0	0.517	0.517
ARHGAP29	RHOD	9606.ENSP00000260526	9606.ENSP00000308576	0	0	0	0	0.059	0.125	0	0.342	0.411
ARHGAP29	MAL2	9606.ENSP00000260526	9606.ENSP00000479708	0	0	0	0	0.049	0	0	0.442	0.446
ARHGEF5	GTF2H2C	9606.ENSP00000056217	9606.ENSP00000422907	0	0	0	0	0	0	0	0.435	0.435
ARID4B	HDAC10	9606.ENSP00000264183	9606.ENSP00000216271	0	0	0	0	0	0.415	0	0.131	0.469
ARID4B	ATAD2B	9606.ENSP00000264183	9606.ENSP00000238789	0	0	0	0	0.146	0.282	0	0.134	0.422
ARID4B	KAT7	9606.ENSP00000264183	9606.ENSP00000259021	0	0	0	0	0.069	0.301	0	0.179	0.420
ARID4B	SETD1A	9606.ENSP00000264183	9606.ENSP00000262519	0	0	0	0	0.050	0.247	0	0.245	0.413
ARID4B	USP34	9606.ENSP00000264183	9606.ENSP00000381577	0	0.023	0	0	0.355	0	0	0.117	0.407
ARID4B	SCUBE3	9606.ENSP00000264183	9606.ENSP00000274938	0	0	0	0	0	0.293	0	0.304	0.486
ARID4B	KAT6A	9606.ENSP00000264183	9606.ENSP00000265713	0	0	0	0	0.111	0.301	0	0.251	0.494
ARID4B	SMARCC2	9606.ENSP00000264183	9606.ENSP00000449396	0	0	0	0	0.086	0.304	0	0.271	0.496
ARID4B	FOXK1	9606.ENSP00000264183	9606.ENSP00000328720	0	0	0	0	0.042	0.405	0	0.203	0.506
ARID4B	EMSY	9606.ENSP00000264183	9606.ENSP00000433205	0	0	0	0	0.117	0.087	0	0.440	0.509
ARID4B	TET2	9606.ENSP00000264183	9606.ENSP00000442788	0	0	0	0	0.156	0.148	0	0.398	0.529
ARID4B	H3C13	9606.ENSP00000264183	9606.ENSP00000333277	0	0	0	0	0.058	0.476	0.500	0.228	0.784
ARID4B	RBBP7	9606.ENSP00000264183	9606.ENSP00000369424	0	0	0	0	0.112	0.585	0.800	0.647	0.970
ARIH2	NEDD8	9606.ENSP00000348769	9606.ENSP00000250495	0	0	0	0	0.068	0.901	0	0.375	0.938
ARIH2	RNF115	9606.ENSP00000348769	9606.ENSP00000463650	0	0	0	0	0.328	0	0	0.174	0.421
ARIH2	UBE2D1	9606.ENSP00000348769	9606.ENSP00000363019	0	0	0	0	0.079	0.381	0	0.274	0.551
ARL14EPL	SETDB2	9606.ENSP00000472409	9606.ENSP00000346175	0	0	0	0	0	0.307	0	0.246	0.455
ARL2	ARL3	9606.ENSP00000246747	9606.ENSP00000260746	0	0	0	0.947	0.049	0.422	0	0.093	0.458
ARL2	TUBB3	9606.ENSP00000246747	9606.ENSP00000320295	0	0	0	0	0.053	0.126	0.400	0.135	0.512
ARL3	ARL2	9606.ENSP00000260746	9606.ENSP00000246747	0	0	0	0.947	0.049	0.422	0	0.093	0.458
ARL3	RPGRIP1L	9606.ENSP00000260746	9606.ENSP00000493946	0	0	0	0	0.088	0.132	0	0.422	0.503
ARL3	PSMG1	9606.ENSP00000260746	9606.ENSP00000329915	0	0	0	0	0.196	0.401	0	0.075	0.515
ARL3	IFT57	9606.ENSP00000260746	9606.ENSP00000264538	0	0	0	0	0.135	0	0	0.499	0.548
ARL3	RABEP1	9606.ENSP00000260746	9606.ENSP00000445408	0	0	0	0	0.047	0.053	0	0.655	0.661
ARL4D	FLNA	9606.ENSP00000322628	9606.ENSP00000358866	0	0	0	0	0	0.048	0	0.468	0.471
ARRDC4	HECW1	9606.ENSP00000268042	9606.ENSP00000379228	0	0	0	0	0	0.269	0	0.247	0.426
ARRDC4	NEDD4L	9606.ENSP00000268042	9606.ENSP00000383199	0	0	0	0	0	0.481	0	0.262	0.601
ARRDC4	WWP1	9606.ENSP00000268042	9606.ENSP00000427793	0	0	0	0	0	0.393	0	0.405	0.623
ARRDC4	MLXIP	9606.ENSP00000268042	9606.ENSP00000312834	0	0	0	0	0	0	0	0.659	0.659
ASB17	NEDD8	9606.ENSP00000284142	9606.ENSP00000250495	0	0	0	0	0	0	0.500	0	0.499
ASCC3	ERCC1	9606.ENSP00000358159	9606.ENSP00000013807	0	0	0	0	0.042	0	0.540	0.176	0.605
ASCC3	MLH1	9606.ENSP00000358159	9606.ENSP00000231790	0	0	0	0	0.054	0.176	0.540	0.347	0.734
ASCC3	DDX49	9606.ENSP00000358159	9606.ENSP00000247003	0	0	0	0	0.049	0.076	0	0.411	0.438
ASCC3	PALB2	9606.ENSP00000358159	9606.ENSP00000261584	0	0	0	0	0.100	0	0.540	0.086	0.588
ASCC3	DHX8	9606.ENSP00000358159	9606.ENSP00000262415	0	0	0	0	0.085	0.289	0	0.191	0.428
ASCC3	FANCM	9606.ENSP00000358159	9606.ENSP00000267430	0.042	0	0	0	0.116	0	0	0.348	0.400
ASCC3	LSM3	9606.ENSP00000358159	9606.ENSP00000302160	0	0	0	0	0.054	0.430	0	0.054	0.445
ASCC3	DHX15	9606.ENSP00000358159	9606.ENSP00000336741	0	0	0	0	0.113	0.289	0	0.208	0.457
ASCC3	BRCA2	9606.ENSP00000358159	9606.ENSP00000369497	0	0	0	0	0.072	0	0.540	0.063	0.565
ASCC3	RNF113A	9606.ENSP00000358159	9606.ENSP00000360497	0	0	0	0	0.068	0.505	0	0.428	0.713
ASH2L	MYF5	9606.ENSP00000340896	9606.ENSP00000228644	0	0	0	0	0	0	0	0.427	0.427
ASH2L	MED17	9606.ENSP00000340896	9606.ENSP00000251871	0	0	0	0	0.058	0	0	0.530	0.538
ASH2L	TAF4	9606.ENSP00000340896	9606.ENSP00000252996	0	0	0	0	0.075	0	0.540	0	0.556
ASH2L	SETD1A	9606.ENSP00000340896	9606.ENSP00000262519	0	0	0	0	0.050	0.980	0.900	0.997	0.999
ASH2L	LEF1	9606.ENSP00000340896	9606.ENSP00000265165	0	0	0	0	0	0	0.500	0.069	0.514
ASH2L	KAT6A	9606.ENSP00000340896	9606.ENSP00000265713	0	0	0	0	0.068	0.100	0	0.354	0.411
ASH2L	PPARG	9606.ENSP00000340896	9606.ENSP00000287820	0	0	0	0	0	0.514	0	0.077	0.533
ASH2L	WDR82	9606.ENSP00000340896	9606.ENSP00000296490	0	0	0	0	0.086	0.928	0.900	0.996	0.999
ASH2L	PRDM9	9606.ENSP00000340896	9606.ENSP00000296682	0	0	0	0	0	0.045	0.400	0.205	0.504
ASH2L	SUZ12	9606.ENSP00000340896	9606.ENSP00000316578	0	0	0	0	0.049	0.044	0.500	0.609	0.798
ASH2L	POC1B	9606.ENSP00000340896	9606.ENSP00000323302	0	0	0	0	0.085	0.505	0	0.204	0.608
ASH2L	SOX2	9606.ENSP00000340896	9606.ENSP00000323588	0	0	0	0	0	0.317	0	0.573	0.695
ASH2L	H3C13	9606.ENSP00000340896	9606.ENSP00000333277	0	0	0	0	0.049	0.853	0.500	0.776	0.982
ASH2L	RERE	9606.ENSP00000340896	9606.ENSP00000338629	0	0	0	0	0.049	0.327	0	0.188	0.434
ASH2L	AGO3	9606.ENSP00000340896	9606.ENSP00000362287	0	0	0	0	0	0	0.400	0.113	0.445
ASH2L	SETDB2	9606.ENSP00000340896	9606.ENSP00000346175	0	0	0	0	0.067	0.313	0	0.212	0.451
ASH2L	EMSY	9606.ENSP00000340896	9606.ENSP00000433205	0	0	0	0	0.095	0.447	0	0.094	0.506
ASH2L	AR	9606.ENSP00000340896	9606.ENSP00000363822	0	0	0	0	0	0.298	0	0.515	0.645
ASH2L	RBBP7	9606.ENSP00000340896	9606.ENSP00000369424	0	0	0	0	0.095	0	0.500	0.287	0.649
ASH2L	UTY	9606.ENSP00000340896	9606.ENSP00000442047	0	0	0	0	0	0.444	0.540	0.360	0.822
ASIC2	NEDD4L	9606.ENSP00000225823	9606.ENSP00000383199	0	0	0	0	0	0.131	0	0.421	0.475
ASIC2	PTPRD	9606.ENSP00000225823	9606.ENSP00000370593	0	0	0	0	0.129	0	0	0.453	0.503
ATAD2B	KAT7	9606.ENSP00000238789	9606.ENSP00000259021	0	0	0	0	0.069	0.146	0	0.315	0.408
ATAD2B	ARID4B	9606.ENSP00000238789	9606.ENSP00000264183	0	0	0	0	0.146	0.282	0	0.134	0.422
ATAD2B	KAT6A	9606.ENSP00000238789	9606.ENSP00000265713	0	0	0	0	0.071	0.146	0	0.363	0.451
ATAD2B	CEP350	9606.ENSP00000238789	9606.ENSP00000356579	0	0	0	0	0.473	0	0	0.275	0.602
ATAD5	RFC2	9606.ENSP00000313171	9606.ENSP00000055077	0	0	0	0	0.179	0.848	0	0.993	0.999
ATAD5	MCM5	9606.ENSP00000313171	9606.ENSP00000216122	0	0	0	0	0.427	0.091	0	0.160	0.524
ATAD5	POLE2	9606.ENSP00000313171	9606.ENSP00000216367	0	0	0	0	0.379	0	0	0.332	0.567
ATAD5	KIF18A	9606.ENSP00000313171	9606.ENSP00000263181	0	0	0	0	0.461	0	0	0	0.461
ATAD5	RAD18	9606.ENSP00000313171	9606.ENSP00000264926	0	0	0	0	0.196	0.130	0	0.648	0.732
ATAD5	FANCM	9606.ENSP00000313171	9606.ENSP00000267430	0	0	0	0	0.298	0.505	0	0.510	0.814
ATAD5	SPRTN	9606.ENSP00000313171	9606.ENSP00000295050	0	0	0	0	0.093	0	0	0.412	0.444
ATAD5	MELK	9606.ENSP00000313171	9606.ENSP00000298048	0	0	0	0	0.475	0	0	0	0.475
ATAD5	CDT1	9606.ENSP00000313171	9606.ENSP00000301019	0	0	0	0	0.715	0.065	0	0.314	0.801
ATAD5	CHAF1A	9606.ENSP00000313171	9606.ENSP00000301280	0	0	0	0	0.263	0.091	0	0.346	0.524
ATAD5	HLTF	9606.ENSP00000313171	9606.ENSP00000308944	0	0	0	0	0.109	0.296	0	0.514	0.669
ATAD5	BAZ1B	9606.ENSP00000313171	9606.ENSP00000342434	0	0	0	0	0.107	0.295	0	0.158	0.424
ATAD5	SUMO1	9606.ENSP00000313171	9606.ENSP00000376077	0	0	0	0	0.042	0.245	0	0.279	0.433
ATAD5	CDC7	9606.ENSP00000313171	9606.ENSP00000393139	0	0	0	0	0.191	0.072	0	0.308	0.435
ATAD5	SUZ12	9606.ENSP00000313171	9606.ENSP00000316578	0	0	0	0	0.204	0	0	0.335	0.448
ATAD5	H3C13	9606.ENSP00000313171	9606.ENSP00000333277	0	0	0	0	0.074	0.191	0	0.327	0.451
