#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
C1QBP	PLAUR	9606.ENSP00000225698	9606.ENSP00000339328	0	0	0	0	0	0	0	0.715	0.715
C1orf141	LAPTM4B	9606.ENSP00000360046	9606.ENSP00000402301	0	0	0	0	0	0	0	0.464	0.463
C1orf174	EGLN3	9606.ENSP00000355306	9606.ENSP00000250457	0	0	0	0	0	0.484	0	0	0.483
C1orf174	PDIK1L	9606.ENSP00000355306	9606.ENSP00000363389	0	0	0	0	0.048	0.704	0	0	0.706
C1orf52	LHX4	9606.ENSP00000419417	9606.ENSP00000263726	0	0	0	0	0	0.447	0	0	0.447
C2orf78	GIMAP2	9606.ENSP00000387124	9606.ENSP00000223293	0	0	0	0	0	0	0	0.573	0.573
C3orf18	TMED1	9606.ENSP00000349732	9606.ENSP00000214869	0	0	0	0	0	0	0	0.497	0.497
C3orf18	DEXI	9606.ENSP00000349732	9606.ENSP00000493467	0	0	0	0	0.063	0	0	0.423	0.436
C4BPB	MAGED4B	9606.ENSP00000243611	9606.ENSP00000421861	0	0	0	0	0	0	0	0.403	0.403
C4BPB	CFHR1	9606.ENSP00000243611	9606.ENSP00000314299	0	0	0	0	0.091	0	0	0.690	0.706
C4orf51	ABHD12B	9606.ENSP00000391404	9606.ENSP00000336693	0	0	0	0	0	0	0	0.475	0.475
C5orf24	STK11	9606.ENSP00000378427	9606.ENSP00000324856	0	0	0	0	0	0.422	0	0	0.422
CACNA1H	CALML3	9606.ENSP00000334198	9606.ENSP00000315299	0	0	0	0	0	0.097	0.900	0.426	0.943
CACNA1H	SCN9A	9606.ENSP00000334198	9606.ENSP00000386306	0	0	0	0.658	0.074	0.189	0.540	0.265	0.712
CACNA1H	CATSPERE	9606.ENSP00000334198	9606.ENSP00000355492	0	0	0	0	0	0.166	0.720	0.161	0.786
CALML3	MAPK13	9606.ENSP00000315299	9606.ENSP00000211287	0	0	0	0	0.075	0.108	0	0.376	0.441
CALML3	AURKA	9606.ENSP00000315299	9606.ENSP00000216911	0	0	0	0	0	0.045	0	0.463	0.466
CALML3	RCVRN	9606.ENSP00000315299	9606.ENSP00000226193	0	0	0	0	0.042	0.102	0	0.489	0.522
CALML3	RAB11A	9606.ENSP00000315299	9606.ENSP00000261890	0	0	0	0	0.110	0.097	0	0.350	0.432
CALML3	CBL	9606.ENSP00000315299	9606.ENSP00000264033	0	0	0	0	0	0	0	0.493	0.493
CALML3	TXK	9606.ENSP00000315299	9606.ENSP00000264316	0	0	0	0	0	0.099	0	0.373	0.411
CALML3	EGF	9606.ENSP00000315299	9606.ENSP00000265171	0	0	0	0	0	0	0	0.505	0.505
CALML3	TRPV5	9606.ENSP00000315299	9606.ENSP00000265310	0	0	0	0	0	0.307	0	0.670	0.762
CALML3	GUF1	9606.ENSP00000315299	9606.ENSP00000281543	0	0	0	0	0	0	0	0.602	0.602
CALML3	RHO	9606.ENSP00000315299	9606.ENSP00000296271	0	0	0	0	0.054	0	0	0.902	0.903
CALML3	TRPV3	9606.ENSP00000315299	9606.ENSP00000301365	0	0	0	0	0.049	0.259	0	0.622	0.710
CALML3	TLR4	9606.ENSP00000315299	9606.ENSP00000363089	0	0	0	0	0	0.104	0	0.363	0.405
CALML3	CD44	9606.ENSP00000315299	9606.ENSP00000398632	0	0	0	0	0	0	0	0.546	0.546
CALML3	GRIA1	9606.ENSP00000315299	9606.ENSP00000428994	0	0	0	0	0	0	0	0.581	0.581
CALML3	AGTR1	9606.ENSP00000315299	9606.ENSP00000398832	0	0	0	0	0	0	0	0.651	0.651
CALML3	STK11	9606.ENSP00000315299	9606.ENSP00000324856	0	0	0	0	0	0.128	0.161	0.581	0.666
CALML3	SCN9A	9606.ENSP00000315299	9606.ENSP00000386306	0	0	0	0	0	0.295	0	0.552	0.671
CALML3	STRA6	9606.ENSP00000315299	9606.ENSP00000456609	0	0	0	0	0.072	0.290	0	0.722	0.800
CALML3	YWHAZ	9606.ENSP00000315299	9606.ENSP00000379287	0	0	0	0	0.090	0.084	0	0.791	0.811
CALML3	TRPC6	9606.ENSP00000315299	9606.ENSP00000340913	0	0	0	0	0	0.290	0	0.814	0.862
CALML3	ORAI1	9606.ENSP00000315299	9606.ENSP00000482568	0	0	0	0	0	0	0	0.881	0.881
CALML3	CACNA1H	9606.ENSP00000315299	9606.ENSP00000334198	0	0	0	0	0	0.097	0.900	0.426	0.943
CALML3	PCP4	9606.ENSP00000315299	9606.ENSP00000329403	0	0	0	0	0.044	0.078	0	0.979	0.979
CARD14	IL36RN	9606.ENSP00000498071	9606.ENSP00000259212	0	0	0	0	0.082	0	0	0.771	0.780
CARD14	PSTPIP1	9606.ENSP00000498071	9606.ENSP00000452746	0	0	0	0	0.062	0	0	0.465	0.477
CARD14	NLRP1	9606.ENSP00000498071	9606.ENSP00000460475	0	0	0.201	0	0.058	0	0	0.271	0.403
CASC3	PABPC1	9606.ENSP00000264645	9606.ENSP00000313007	0	0	0	0	0.042	0.192	0	0.375	0.474
CASC3	NUDT21	9606.ENSP00000264645	9606.ENSP00000300291	0	0	0	0	0.113	0	0.500	0	0.537
CASC3	SMG9	9606.ENSP00000264645	9606.ENSP00000270066	0	0	0	0	0.060	0	0	0.655	0.662
CATSPERE	CACNA1H	9606.ENSP00000355492	9606.ENSP00000334198	0	0	0	0	0	0.166	0.720	0.161	0.786
CBL	CDC37	9606.ENSP00000264033	9606.ENSP00000222005	0	0	0	0	0.058	0	0.500	0.129	0.554
CBL	EPOR	9606.ENSP00000264033	9606.ENSP00000222139	0	0	0	0	0.055	0.292	0	0.509	0.642
CBL	FGF23	9606.ENSP00000264033	9606.ENSP00000237837	0	0	0	0	0	0	0.500	0.066	0.513
CBL	KLB	9606.ENSP00000264033	9606.ENSP00000257408	0	0	0	0	0	0	0.500	0.046	0.502
CBL	CD2	9606.ENSP00000264033	9606.ENSP00000358490	0	0	0	0	0	0	0	0.442	0.442
CBL	NDFIP2	9606.ENSP00000264033	9606.ENSP00000480798	0	0	0	0	0	0	0	0.463	0.463
CBL	CD3D	9606.ENSP00000264033	9606.ENSP00000300692	0	0	0	0	0	0	0	0.486	0.485
CBL	CALML3	9606.ENSP00000264033	9606.ENSP00000315299	0	0	0	0	0	0	0	0.493	0.493
CBL	IL6R	9606.ENSP00000264033	9606.ENSP00000357470	0	0	0	0	0.061	0	0.500	0.084	0.532
CBL	CORO1C	9606.ENSP00000264033	9606.ENSP00000394496	0	0	0	0	0.084	0.180	0.540	0	0.624
CBL	MMADHC	9606.ENSP00000264033	9606.ENSP00000389060	0	0	0	0	0	0	0	0.792	0.792
CBL	CUBN	9606.ENSP00000264033	9606.ENSP00000367064	0	0	0	0	0	0	0	0.805	0.805
CBL	EGF	9606.ENSP00000264033	9606.ENSP00000265171	0	0	0	0	0	0	0.500	0.731	0.859
CBL	YWHAZ	9606.ENSP00000264033	9606.ENSP00000379287	0	0	0	0	0.042	0.658	0	0.719	0.899
CBL	RPS27A	9606.ENSP00000264033	9606.ENSP00000272317	0	0	0	0	0.057	0.900	0.500	0.137	0.954
CBL	KIT	9606.ENSP00000264033	9606.ENSP00000288135	0	0	0	0	0	0.744	0.500	0.690	0.957
CBL	TGFBR2	9606.ENSP00000264033	9606.ENSP00000351905	0	0	0	0	0.056	0.555	0.900	0.174	0.960
CBX4	HDAC7	9606.ENSP00000269397	9606.ENSP00000080059	0	0	0	0	0.062	0.103	0.500	0.142	0.590
CBX4	SNAI1	9606.ENSP00000269397	9606.ENSP00000244050	0	0	0	0	0.060	0	0.500	0.158	0.569
CBX4	USP7	9606.ENSP00000269397	9606.ENSP00000343535	0	0	0	0	0	0.520	0	0.115	0.557
CBX4	YY2	9606.ENSP00000269397	9606.ENSP00000389381	0	0	0	0	0	0.054	0.540	0.073	0.561
CBX4	E2F6	9606.ENSP00000269397	9606.ENSP00000370936	0	0	0	0	0.049	0.063	0	0.587	0.600
CBX4	BCOR	9606.ENSP00000269397	9606.ENSP00000367705	0	0	0	0	0.049	0.509	0.900	0.173	0.956
CCDC22	RPS27A	9606.ENSP00000365401	9606.ENSP00000272317	0	0	0	0	0.054	0	0.500	0	0.506
CCDC22	KLHL9	9606.ENSP00000365401	9606.ENSP00000351933	0	0	0	0	0	0	0.500	0	0.499
CCDC22	KLHL21	9606.ENSP00000365401	9606.ENSP00000366886	0	0	0	0	0.042	0	0.500	0	0.500
CCDC34	CCDC77	9606.ENSP00000330240	9606.ENSP00000239830	0	0	0	0	0.129	0	0	0.499	0.545
CCDC36	REC114	9606.ENSP00000391788	9606.ENSP00000328423	0	0	0	0	0.055	0	0	0.953	0.953
CCDC36	SPO11	9606.ENSP00000391788	9606.ENSP00000360310	0	0	0	0	0.042	0	0	0.802	0.802
CCDC36	RNF212	9606.ENSP00000391788	9606.ENSP00000389709	0	0	0	0	0.049	0	0	0.400	0.405
CCDC77	CCDC34	9606.ENSP00000239830	9606.ENSP00000330240	0	0	0	0	0.129	0	0	0.499	0.545
CCL15	CCL21	9606.ENSP00000484078	9606.ENSP00000259607	0	0	0	0	0.044	0	0	0.574	0.575
CCL15	CCR2	9606.ENSP00000484078	9606.ENSP00000292301	0	0	0	0	0.083	0	0.650	0.648	0.877
CCL21	TBX21	9606.ENSP00000259607	9606.ENSP00000177694	0	0	0	0	0.121	0	0	0.389	0.440
