#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
AATF	UTP6	9606.ENSP00000477848	9606.ENSP00000261708	0	0	0	0	0.771	0.991	0	0.207	0.998
AATF	NOP9	9606.ENSP00000477848	9606.ENSP00000267425	0	0	0	0	0.833	0.095	0	0.347	0.893
AATF	KCTD19	9606.ENSP00000477848	9606.ENSP00000305702	0	0	0	0	0.362	0.098	0	0.204	0.501
AATF	TADA3	9606.ENSP00000477848	9606.ENSP00000307684	0	0	0	0	0.050	0.292	0	0.187	0.405
AATF	RPS15A	9606.ENSP00000477848	9606.ENSP00000318646	0	0	0	0	0.055	0.951	0	0	0.952
AATF	METAP2	9606.ENSP00000477848	9606.ENSP00000325312	0	0	0	0	0.406	0	0	0	0.406
AATF	LYAR	9606.ENSP00000477848	9606.ENSP00000345917	0	0	0	0	0.436	0	0	0.188	0.523
AATF	RPS3A	9606.ENSP00000477848	9606.ENSP00000346050	0	0	0	0	0.054	0.990	0	0	0.990
AATF	TFB2M	9606.ENSP00000477848	9606.ENSP00000355471	0	0	0	0	0.536	0	0	0	0.536
AATF	LTV1	9606.ENSP00000477848	9606.ENSP00000356548	0	0	0	0	0.829	0	0	0.093	0.838
AATF	DQX1	9606.ENSP00000477848	9606.ENSP00000384621	0	0	0	0	0.323	0.152	0	0.204	0.503
AATF	FTSJ3	9606.ENSP00000477848	9606.ENSP00000396673	0	0	0	0	0.901	0.091	0	0	0.906
AATF	NOL7	9606.ENSP00000477848	9606.ENSP00000405674	0	0	0	0	0.111	0.800	0	0	0.814
AATF	DROSHA	9606.ENSP00000477848	9606.ENSP00000425979	0	0	0	0	0.381	0	0	0.119	0.431
AATF	NSA2	9606.ENSP00000477848	9606.ENSP00000483484	0	0	0	0	0.684	0	0	0	0.684
AATF	DDX27	9606.ENSP00000477848	9606.ENSP00000483495	0	0	0	0	0.838	0.098	0	0.196	0.873
AATF	DDX52	9606.ENSP00000477848	9606.ENSP00000479504	0	0	0	0	0.870	0.497	0	0.612	0.972
ABCA7	PILRA	9606.ENSP00000263094	9606.ENSP00000198536	0	0	0	0	0.084	0	0	0.519	0.540
ABCA7	APOA1	9606.ENSP00000263094	9606.ENSP00000236850	0	0	0	0	0	0	0.900	0.925	0.992
ABCA7	CAMKK2	9606.ENSP00000263094	9606.ENSP00000312741	0	0	0	0	0.049	0	0	0.395	0.400
ABCA7	APP	9606.ENSP00000263094	9606.ENSP00000284981	0	0	0	0	0	0	0	0.697	0.697
ABCE1	PSMC4	9606.ENSP00000296577	9606.ENSP00000157812	0	0	0	0	0.362	0.091	0	0.071	0.415
ABCE1	WDR12	9606.ENSP00000296577	9606.ENSP00000261015	0	0	0	0	0.590	0	0	0	0.590
ABCE1	UTP6	9606.ENSP00000296577	9606.ENSP00000261708	0	0	0	0	0.395	0	0	0.110	0.439
ABCE1	FAF2	9606.ENSP00000296577	9606.ENSP00000261942	0	0	0	0	0.082	0	0	0.391	0.417
ABCE1	DENR	9606.ENSP00000296577	9606.ENSP00000280557	0	0	0	0	0.323	0.484	0	0.592	0.845
ABCE1	NUBPL	9606.ENSP00000296577	9606.ENSP00000281081	0	0	0	0	0.064	0	0	0.387	0.402
ABCE1	EIF5B	9606.ENSP00000296577	9606.ENSP00000289371	0	0	0	0	0.276	0.065	0	0.701	0.780
ABCE1	METAP2	9606.ENSP00000296577	9606.ENSP00000325312	0.051	0	0	0	0.309	0.187	0	0.056	0.429
ABCE1	LRRK2	9606.ENSP00000296577	9606.ENSP00000298910	0	0	0	0	0.111	0.510	0	0.051	0.550
ABCE1	PRKN	9606.ENSP00000296577	9606.ENSP00000355865	0	0	0	0	0	0.634	0	0.072	0.646
ABCE1	NEMF	9606.ENSP00000296577	9606.ENSP00000298310	0.114	0	0	0	0.075	0	0	0.731	0.760
ABCE1	LTV1	9606.ENSP00000296577	9606.ENSP00000356548	0	0	0	0	0.705	0.095	0	0.317	0.801
ABCE1	UBA52	9606.ENSP00000296577	9606.ENSP00000388107	0	0	0	0	0.105	0.800	0	0.064	0.817
ABCE1	MRRF	9606.ENSP00000296577	9606.ENSP00000343867	0	0	0	0	0.109	0	0	0.811	0.824
ABCE1	CCDC124	9606.ENSP00000296577	9606.ENSP00000471455	0	0	0	0	0.080	0.843	0	0.207	0.875
ABCE1	RPS10-NUDT3	9606.ENSP00000296577	9606.ENSP00000492441	0	0	0	0	0.063	0.924	0	0.161	0.935
ABCE1	RPS15A	9606.ENSP00000296577	9606.ENSP00000318646	0	0	0	0	0.295	0.911	0	0.055	0.936
ABCE1	RPS3A	9606.ENSP00000296577	9606.ENSP00000346050	0	0	0	0	0.335	0.972	0	0.192	0.983
ABHD11	RHEB	9606.ENSP00000222800	9606.ENSP00000262187	0	0.383	0	0	0.069	0.052	0	0	0.408
ABHD11	FAAH2	9606.ENSP00000222800	9606.ENSP00000364035	0.042	0	0	0	0	0	0	0.418	0.419
ABHD11	ABHD14A	9606.ENSP00000222800	9606.ENSP00000273596	0	0	0	0	0.044	0	0	0.452	0.454
ABHD14A	ABHD11	9606.ENSP00000273596	9606.ENSP00000222800	0	0	0	0	0.044	0	0	0.452	0.454
ABI2	EPS8L1	9606.ENSP00000295851	9606.ENSP00000201647	0	0	0	0	0.054	0.340	0	0.178	0.442
ABI2	PIK3CA	9606.ENSP00000295851	9606.ENSP00000263967	0	0	0	0	0.085	0	0.400	0.069	0.444
ABI2	C2CD3	9606.ENSP00000295851	9606.ENSP00000334379	0	0	0	0	0.049	0	0	0.408	0.412
ABI2	CAV1	9606.ENSP00000295851	9606.ENSP00000339191	0	0	0	0	0.063	0	0.400	0	0.413
ABI2	INPP5E	9606.ENSP00000295851	9606.ENSP00000360777	0	0	0	0	0.049	0	0	0.438	0.442
ABI2	SFRP4	9606.ENSP00000295851	9606.ENSP00000410715	0	0	0	0	0	0	0	0.447	0.447
ABI2	ENAH	9606.ENSP00000295851	9606.ENSP00000355809	0	0	0	0	0.074	0.331	0	0.199	0.460
ABI2	WIPF1	9606.ENSP00000295851	9606.ENSP00000376330	0	0	0	0	0	0.226	0.400	0.254	0.624
ACD	STN1	9606.ENSP00000483117	9606.ENSP00000224950	0	0	0	0	0.047	0.301	0.720	0.658	0.927
ACD	CHTF18	9606.ENSP00000483117	9606.ENSP00000262315	0	0	0	0	0.087	0	0.500	0.057	0.531
ACD	H2AC14	9606.ENSP00000483117	9606.ENSP00000328484	0	0	0	0	0	0	0.500	0	0.499
ACD	NOP10	9606.ENSP00000483117	9606.ENSP00000332198	0	0	0	0	0.047	0	0.500	0.506	0.744
ACD	UBE2I	9606.ENSP00000483117	9606.ENSP00000348056	0	0	0	0	0.048	0	0.500	0	0.503
ACD	H2BC12	9606.ENSP00000483117	9606.ENSP00000349430	0	0	0	0	0	0	0.500	0	0.499
ACE2	CEACAM1	9606.ENSP00000389326	9606.ENSP00000161559	0	0	0	0	0.076	0	0	0.614	0.628
ACE2	APOA1	9606.ENSP00000389326	9606.ENSP00000236850	0	0	0	0	0.072	0	0	0.492	0.508
ACE2	NTS	9606.ENSP00000389326	9606.ENSP00000256010	0	0	0	0	0.062	0.510	0	0.599	0.799
ACE2	SLC9A3R1	9606.ENSP00000389326	9606.ENSP00000262613	0	0	0	0	0.086	0.625	0	0.174	0.692
ACE2	MEP1B	9606.ENSP00000389326	9606.ENSP00000269202	0	0	0	0	0.139	0	0.900	0.546	0.957
ACE2	IFNAR1	9606.ENSP00000389326	9606.ENSP00000270139	0	0	0	0	0	0	0	0.448	0.448
ACE2	EGFR	9606.ENSP00000389326	9606.ENSP00000275493	0	0	0	0	0.058	0	0	0.575	0.583
ACE2	APP	9606.ENSP00000389326	9606.ENSP00000284981	0	0	0	0	0	0.236	0	0.301	0.443
ACE2	CLEC4M	9606.ENSP00000389326	9606.ENSP00000316228	0	0	0	0	0	0.294	0	0.977	0.983
ACE2	GHRL	9606.ENSP00000389326	9606.ENSP00000335074	0	0	0	0	0	0.292	0	0.628	0.725
ACE2	NLRP3	9606.ENSP00000389326	9606.ENSP00000337383	0	0	0	0	0	0	0	0.532	0.532
ACE2	MAS1L	9606.ENSP00000389326	9606.ENSP00000366331	0	0	0	0	0	0	0	0.790	0.790
ACE2	EDN1	9606.ENSP00000389326	9606.ENSP00000368683	0	0	0	0	0.056	0	0	0.526	0.533
ACE2	JAK1	9606.ENSP00000389326	9606.ENSP00000499900	0	0	0	0	0	0	0	0.481	0.481
ACE2	SHANK3	9606.ENSP00000389326	9606.ENSP00000489407	0	0	0	0	0	0.510	0	0	0.510
ACOT4	UBA52	9606.ENSP00000323071	9606.ENSP00000388107	0	0	0	0	0	0	0.500	0	0.499
ACOT4	UBE2D2	9606.ENSP00000323071	9606.ENSP00000381717	0	0	0	0	0.054	0	0.500	0	0.506
ACSL5	HADHB	9606.ENSP00000348429	9606.ENSP00000325136	0.057	0	0	0	0.110	0.066	0	0.597	0.642
ACSL5	PPARA	9606.ENSP00000348429	9606.ENSP00000385523	0	0	0	0	0.060	0.046	0	0.475	0.488
ACSL5	ZDHHC6	9606.ENSP00000348429	9606.ENSP00000358413	0	0	0	0	0.067	0	0	0.505	0.519
ADAM23	STX1A	9606.ENSP00000264377	9606.ENSP00000222812	0	0	0	0	0.059	0	0.400	0.057	0.421
ADAM23	PRNP	9606.ENSP00000264377	9606.ENSP00000399376	0	0	0	0	0.042	0.108	0	0.425	0.466
ADAM23	PRDM5	9606.ENSP00000264377	9606.ENSP00000264808	0	0	0	0	0	0	0	0.514	0.514
ADGRA2	PDGFRB	9606.ENSP00000406367	9606.ENSP00000261799	0	0	0	0	0.266	0.064	0	0.277	0.460
ADGRA2	AXIN1	9606.ENSP00000406367	9606.ENSP00000262320	0	0	0	0	0	0	0.360	0.156	0.437
ADGRA2	ARHGEF17	9606.ENSP00000406367	9606.ENSP00000263674	0	0	0	0	0.145	0	0	0.401	0.467
ADGRA2	LRRK2	9606.ENSP00000406367	9606.ENSP00000298910	0	0	0	0	0	0.101	0.720	0.050	0.739
ADIPOQ	RPS6KB1	9606.ENSP00000389814	9606.ENSP00000225577	0	0	0	0	0	0	0	0.441	0.441
ADIPOQ	AFM	9606.ENSP00000389814	9606.ENSP00000226355	0	0	0	0	0	0	0	0.485	0.485
ADIPOQ	APOA1	9606.ENSP00000389814	9606.ENSP00000236850	0	0	0	0	0	0	0	0.646	0.646
ADIPOQ	LRP1	9606.ENSP00000389814	9606.ENSP00000243077	0	0	0	0	0.042	0	0	0.529	0.529
ADIPOQ	CREBBP	9606.ENSP00000389814	9606.ENSP00000262367	0	0	0	0	0	0	0.500	0.155	0.559
ADIPOQ	THRSP	9606.ENSP00000389814	9606.ENSP00000281030	0	0	0	0	0.248	0	0	0.466	0.581
ADIPOQ	IL15	9606.ENSP00000389814	9606.ENSP00000296545	0	0	0	0	0.119	0	0	0.349	0.401
ADIPOQ	CAMKK2	9606.ENSP00000389814	9606.ENSP00000312741	0	0	0	0	0	0	0	0.606	0.606
ADIPOQ	MLXIPL	9606.ENSP00000389814	9606.ENSP00000320886	0	0	0	0	0.060	0	0.400	0.526	0.709
ADIPOQ	STK11	9606.ENSP00000389814	9606.ENSP00000324856	0	0	0	0	0	0	0	0.570	0.570
ADIPOQ	GHRL	9606.ENSP00000389814	9606.ENSP00000335074	0	0	0	0	0.044	0	0	0.843	0.844
ADIPOQ	CAV1	9606.ENSP00000389814	9606.ENSP00000339191	0	0	0	0	0.049	0	0	0.524	0.527
ADIPOQ	PYY	9606.ENSP00000389814	9606.ENSP00000353198	0	0	0	0	0	0	0	0.627	0.627
ADIPOQ	JUN	9606.ENSP00000389814	9606.ENSP00000360266	0	0	0	0	0	0	0	0.517	0.517
ADIPOQ	EDN1	9606.ENSP00000389814	9606.ENSP00000368683	0	0	0	0	0	0	0	0.567	0.567
ADIPOQ	FOXO1	9606.ENSP00000389814	9606.ENSP00000368880	0	0	0	0	0.047	0	0	0.691	0.692
ADIPOQ	PLIN5	9606.ENSP00000389814	9606.ENSP00000371272	0	0	0	0	0.074	0	0	0.429	0.448
ADIPOQ	G6PD	9606.ENSP00000389814	9606.ENSP00000377192	0	0	0	0	0	0	0	0.474	0.474
ADIPOQ	AREG	9606.ENSP00000389814	9606.ENSP00000379097	0	0	0	0	0	0	0	0.421	0.420
ADIPOQ	PPARA	9606.ENSP00000389814	9606.ENSP00000385523	0	0	0	0	0.069	0	0	0.912	0.914
ADIPOQ	UBA52	9606.ENSP00000389814	9606.ENSP00000388107	0	0.059	0	0	0	0.507	0	0	0.516
ADIPOQ	HAVCR1	9606.ENSP00000389814	9606.ENSP00000487363	0	0	0	0	0	0	0	0.497	0.497
ADRA1A	ARHGEF25	9606.ENSP00000369960	9606.ENSP00000335560	0	0	0	0	0	0	0.500	0	0.499
ADRA1A	EDN1	9606.ENSP00000369960	9606.ENSP00000368683	0	0	0	0	0	0.128	0	0.490	0.536
ADRA1A	BTK	9606.ENSP00000369960	9606.ENSP00000483570	0	0	0	0	0.067	0	0.500	0	0.513
AFM	CFHR5	9606.ENSP00000226355	9606.ENSP00000256785	0	0	0	0	0.404	0	0	0.107	0.445
AFM	ADIPOQ	9606.ENSP00000226355	9606.ENSP00000389814	0	0	0	0	0	0	0	0.485	0.485
AFM	APOA1	9606.ENSP00000226355	9606.ENSP00000236850	0	0	0	0	0.111	0.092	0	0.471	0.536
AFM	HRG	9606.ENSP00000226355	9606.ENSP00000232003	0	0	0	0	0.618	0	0	0.432	0.774
AHNAK2	CAV1	9606.ENSP00000353114	9606.ENSP00000339191	0	0	0	0	0.160	0.101	0	0.478	0.571
AHNAK2	LMO7	9606.ENSP00000353114	9606.ENSP00000366757	0	0	0	0	0.073	0.071	0	0.434	0.470
AHNAK2	S100A10	9606.ENSP00000353114	9606.ENSP00000357801	0	0	0	0	0.097	0.248	0.900	0.344	0.949
AIFM1	CLPP	9606.ENSP00000287295	9606.ENSP00000245816	0	0	0	0	0.066	0.309	0	0.222	0.454
AIFM1	HTRA2	9606.ENSP00000287295	9606.ENSP00000258080	0	0	0	0	0.074	0.128	0	0.364	0.442
AIFM1	FDX1	9606.ENSP00000287295	9606.ENSP00000260270	0.079	0	0	0	0.119	0.336	0.273	0.166	0.614
AIFM1	YWHAZ	9606.ENSP00000287295	9606.ENSP00000379287	0	0	0	0	0.044	0	0	0.415	0.416
AIFM1	KIF4A	9606.ENSP00000287295	9606.ENSP00000363524	0	0	0	0	0.127	0	0	0.427	0.478
AIFM1	LRRK2	9606.ENSP00000287295	9606.ENSP00000298910	0	0	0	0	0	0.513	0	0.048	0.517
AIFM1	H2AC14	9606.ENSP00000287295	9606.ENSP00000328484	0	0	0	0	0	0.045	0.650	0.045	0.652
AIFM1	BAX	9606.ENSP00000287295	9606.ENSP00000293288	0	0	0	0	0.060	0	0.900	0.312	0.929
AKAP1	AKAP8	9606.ENSP00000478212	9606.ENSP00000269701	0	0	0	0	0.071	0	0	0.900	0.903
AKAP1	DENR	9606.ENSP00000478212	9606.ENSP00000280557	0	0	0	0	0.049	0	0	0.525	0.528
AKAP1	MARCHF5	9606.ENSP00000478212	9606.ENSP00000351813	0	0	0	0	0.067	0.403	0	0.321	0.588
AKAP1	AKAP14	9606.ENSP00000478212	9606.ENSP00000360485	0	0	0	0	0	0	0	0.787	0.787
AKAP14	PRKX	9606.ENSP00000360485	9606.ENSP00000262848	0	0	0	0	0.072	0	0.540	0	0.554
AKAP14	AKAP1	9606.ENSP00000360485	9606.ENSP00000478212	0	0	0	0	0	0	0	0.787	0.787
AKAP8	DDX5	9606.ENSP00000269701	9606.ENSP00000225792	0	0	0	0	0.164	0.239	0	0.224	0.463
AKAP8	ASH2L	9606.ENSP00000269701	9606.ENSP00000340896	0	0	0	0	0.102	0.292	0	0.290	0.509
AKAP8	PRPF40A	9606.ENSP00000269701	9606.ENSP00000386458	0	0	0	0	0.080	0.046	0	0.542	0.562
AKAP8	AKAP1	9606.ENSP00000269701	9606.ENSP00000478212	0	0	0	0	0.071	0	0	0.900	0.903
ALAD	CLPP	9606.ENSP00000386284	9606.ENSP00000245816	0.061	0	0	0	0.049	0.115	0	0.375	0.439
ALAD	RFK	9606.ENSP00000386284	9606.ENSP00000365926	0.231	0	0	0	0.044	0	0	0.352	0.482
ALAD	GCAT	9606.ENSP00000386284	9606.ENSP00000371110	0.071	0	0	0	0.056	0	0.414	0.256	0.566
ALCAM	ITGAV	9606.ENSP00000305988	9606.ENSP00000261023	0	0	0	0	0.163	0	0	0.472	0.539
ALCAM	PDGFRB	9606.ENSP00000305988	9606.ENSP00000261799	0	0	0	0	0.068	0	0	0.450	0.465
ALCAM	EGFR	9606.ENSP00000305988	9606.ENSP00000275493	0	0	0	0	0.074	0.196	0	0.639	0.708
ALCAM	F11R	9606.ENSP00000305988	9606.ENSP00000357005	0	0	0	0	0.099	0	0	0.373	0.411
ALCAM	YWHAZ	9606.ENSP00000305988	9606.ENSP00000379287	0	0	0	0	0.042	0	0	0.431	0.431
ALCAM	COMMD3-BMI1	9606.ENSP00000305988	9606.ENSP00000473391	0	0	0	0	0	0	0	0.450	0.450
ALG14	PREPL	9606.ENSP00000359224	9606.ENSP00000386543	0	0	0	0	0.053	0	0	0.661	0.665
ALKBH1	SUV39H2	9606.ENSP00000216489	9606.ENSP00000346997	0	0	0	0	0.049	0	0	0.395	0.400
ALKBH1	DUS2	9606.ENSP00000216489	9606.ENSP00000455229	0	0	0	0	0.218	0	0	0.265	0.401
ALKBH1	HNRNPDL	9606.ENSP00000216489	9606.ENSP00000483254	0	0	0	0	0	0	0	0.431	0.431
ALKBH1	SETDB1	9606.ENSP00000216489	9606.ENSP00000271640	0	0	0	0	0.081	0	0	0.407	0.432
ALKBH1	TRDMT1	9606.ENSP00000216489	9606.ENSP00000367030	0	0	0	0	0.076	0	0	0.493	0.511
ALKBH1	TRMT112	9606.ENSP00000216489	9606.ENSP00000438349	0	0	0	0	0.112	0	0	0.513	0.549
ALKBH1	YTHDF3	9606.ENSP00000216489	9606.ENSP00000478490	0	0	0	0	0.049	0	0	0.739	0.741
ALKBH1	YTHDF1	9606.ENSP00000216489	9606.ENSP00000359364	0	0	0	0	0.113	0	0	0.794	0.809
ALOX12B	CYP4F22	9606.ENSP00000497784	9606.ENSP00000269703	0	0	0	0	0.085	0.072	0	0.830	0.843
ALOX12B	JMJD7-PLA2G4B	9606.ENSP00000497784	9606.ENSP00000371886	0	0	0	0	0	0	0.650	0	0.650
AMN1	SKP1	9606.ENSP00000281471	9606.ENSP00000231487	0	0	0	0	0.081	0.314	0	0.242	0.480
ANKLE2	VRK1	9606.ENSP00000350686	9606.ENSP00000216639	0	0	0	0	0.075	0.114	0.700	0.713	0.920
ANKLE2	SASS6	9606.ENSP00000350686	9606.ENSP00000287482	0	0	0	0	0.106	0.045	0	0.559	0.591
ANKLE2	PARD3B	9606.ENSP00000350686	9606.ENSP00000385848	0	0	0	0	0	0.093	0	0.382	0.416
ANKLE2	ASPM	9606.ENSP00000350686	9606.ENSP00000356379	0	0	0	0	0.054	0.067	0	0.481	0.502
ANKLE2	PPP2CA	9606.ENSP00000350686	9606.ENSP00000418447	0	0	0	0	0.049	0.735	0.500	0.073	0.867
APIP	BHMT2	9606.ENSP00000379133	9606.ENSP00000255192	0	0	0	0	0.190	0	0	0.393	0.488
APIP	TRAF1	9606.ENSP00000379133	9606.ENSP00000362994	0	0	0	0	0	0.421	0	0.044	0.422
APOA1	AFM	9606.ENSP00000236850	9606.ENSP00000226355	0	0	0	0	0.111	0.092	0	0.471	0.536
APOA1	HRG	9606.ENSP00000236850	9606.ENSP00000232003	0	0	0	0	0.139	0.045	0	0.754	0.780
APOA1	MLXIPL	9606.ENSP00000236850	9606.ENSP00000320886	0	0	0	0	0.068	0	0	0.394	0.411
APOA1	BUD13	9606.ENSP00000236850	9606.ENSP00000260210	0	0	0	0	0	0	0	0.419	0.418
APOA1	CREBBP	9606.ENSP00000236850	9606.ENSP00000262367	0	0	0	0	0	0	0.400	0.108	0.441
APOA1	IL15	9606.ENSP00000236850	9606.ENSP00000296545	0	0	0	0	0	0	0	0.465	0.465
APOA1	EGFR	9606.ENSP00000236850	9606.ENSP00000275493	0	0	0	0	0.062	0	0	0.466	0.477
APOA1	ACE2	9606.ENSP00000236850	9606.ENSP00000389326	0	0	0	0	0.072	0	0	0.492	0.508
APOA1	YWHAZ	9606.ENSP00000236850	9606.ENSP00000379287	0	0	0	0	0	0	0	0.521	0.521
APOA1	C1S	9606.ENSP00000236850	9606.ENSP00000385035	0	0	0	0	0.060	0	0	0.517	0.527
APOA1	LRP8	9606.ENSP00000236850	9606.ENSP00000303634	0	0	0	0	0.083	0	0.400	0.348	0.609
APOA1	LRP1	9606.ENSP00000236850	9606.ENSP00000243077	0	0	0	0	0	0	0.400	0.391	0.618
APOA1	ADIPOQ	9606.ENSP00000236850	9606.ENSP00000389814	0	0	0	0	0	0	0	0.646	0.646
APOA1	FGB	9606.ENSP00000236850	9606.ENSP00000306099	0	0	0	0	0.398	0.044	0	0.507	0.691
APOA1	PPARA	9606.ENSP00000236850	9606.ENSP00000385523	0	0	0	0	0	0	0.500	0.670	0.828
APOA1	APOF	9606.ENSP00000236850	9606.ENSP00000381250	0	0	0	0	0.127	0.287	0.540	0.729	0.912
APOA1	APP	9606.ENSP00000236850	9606.ENSP00000284981	0	0	0	0	0	0.627	0.720	0.849	0.982
APOA1	ABCA7	9606.ENSP00000236850	9606.ENSP00000263094	0	0	0	0	0	0	0.900	0.925	0.992
APOF	APOA1	9606.ENSP00000381250	9606.ENSP00000236850	0	0	0	0	0.127	0.287	0.540	0.729	0.912
APOF	APP	9606.ENSP00000381250	9606.ENSP00000284981	0	0	0	0	0	0	0.540	0.060	0.549
APP	NTN1	9606.ENSP00000284981	9606.ENSP00000173229	0	0	0	0	0.067	0.236	0	0.554	0.654
APP	RAB3A	9606.ENSP00000284981	9606.ENSP00000222256	0	0	0	0	0.172	0.071	0	0.288	0.405
APP	STX1A	9606.ENSP00000284981	9606.ENSP00000222812	0	0	0	0	0.076	0	0	0.731	0.741
APP	RPS6KB1	9606.ENSP00000284981	9606.ENSP00000225577	0	0	0	0	0.082	0.116	0	0.371	0.446
APP	APOA1	9606.ENSP00000284981	9606.ENSP00000236850	0	0	0	0	0	0.627	0.720	0.849	0.982
APP	LRP1	9606.ENSP00000284981	9606.ENSP00000243077	0	0	0	0	0.113	0.552	0	0.962	0.983
APP	HTRA2	9606.ENSP00000284981	9606.ENSP00000258080	0	0	0	0	0.056	0	0	0.574	0.581
APP	MDM2	9606.ENSP00000284981	9606.ENSP00000258149	0	0	0	0	0.049	0.165	0	0.483	0.553
APP	VAC14	9606.ENSP00000284981	9606.ENSP00000261776	0	0	0	0	0.042	0.292	0	0.702	0.780
APP	AXIN1	9606.ENSP00000284981	9606.ENSP00000262320	0	0	0	0	0.069	0	0	0.477	0.492
APP	CREBBP	9606.ENSP00000284981	9606.ENSP00000262367	0	0	0	0	0.067	0.077	0	0.767	0.781
APP	ABCA7	9606.ENSP00000284981	9606.ENSP00000263094	0	0	0	0	0	0	0	0.697	0.697
APP	NMU	9606.ENSP00000284981	9606.ENSP00000264218	0	0	0	0	0	0.099	0.400	0.264	0.567
APP	MCM2	9606.ENSP00000284981	9606.ENSP00000265056	0	0	0	0	0	0	0	0.533	0.533
APP	MEP1B	9606.ENSP00000284981	9606.ENSP00000269202	0	0	0	0	0	0.292	0	0.197	0.407
APP	EGFR	9606.ENSP00000284981	9606.ENSP00000275493	0	0	0	0	0.106	0.621	0	0.701	0.889
APP	CRH	9606.ENSP00000284981	9606.ENSP00000276571	0	0	0	0	0	0	0	0.524	0.524
APP	S100A10	9606.ENSP00000284981	9606.ENSP00000357801	0	0	0	0	0.049	0.042	0	0.430	0.435
APP	ACE2	9606.ENSP00000284981	9606.ENSP00000389326	0	0	0	0	0	0.236	0	0.301	0.443
APP	TNS3	9606.ENSP00000284981	9606.ENSP00000312143	0	0	0	0	0.067	0	0	0.442	0.457
APP	SH3GL2	9606.ENSP00000284981	9606.ENSP00000369981	0	0	0	0	0.080	0.094	0	0.462	0.512
APP	ROCK1	9606.ENSP00000284981	9606.ENSP00000382697	0	0	0	0	0.042	0	0	0.527	0.527
APP	ARHGEF25	9606.ENSP00000284981	9606.ENSP00000335560	0	0	0	0	0.109	0	0.500	0	0.535
APP	NCL	9606.ENSP00000284981	9606.ENSP00000318195	0	0	0	0	0.110	0	0	0.510	0.545
APP	APOF	9606.ENSP00000284981	9606.ENSP00000381250	0	0	0	0	0	0	0.540	0.060	0.549
APP	FGB	9606.ENSP00000284981	9606.ENSP00000306099	0	0	0	0	0	0.510	0	0.180	0.581
APP	EDN1	9606.ENSP00000284981	9606.ENSP00000368683	0	0	0	0	0.062	0	0	0.582	0.591
APP	MAP1B	9606.ENSP00000284981	9606.ENSP00000296755	0	0	0	0	0.107	0	0	0.632	0.657
APP	RBFOX3	9606.ENSP00000284981	9606.ENSP00000463653	0	0	0	0	0.067	0	0	0.661	0.670
