#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ABHD12B	ABHD18	9606.ENSP00000336693	9606.ENSP00000496010	0	0	0	0	0	0	0	0.465	0.465
BSG	TIMP1	9606.ENSP00000333769	9606.ENSP00000218388	0	0	0	0	0.075	0.045	0	0.447	0.469
BSG	CRBN	9606.ENSP00000333769	9606.ENSP00000231948	0	0	0	0	0	0.292	0	0.566	0.679
BSG	NRP1	9606.ENSP00000333769	9606.ENSP00000265371	0	0	0	0	0.047	0.080	0	0.703	0.716
BSG	AXL	9606.ENSP00000333769	9606.ENSP00000301178	0	0	0	0	0.042	0.081	0	0.470	0.492
BSG	HIF1A	9606.ENSP00000333769	9606.ENSP00000437955	0	0	0	0	0	0	0	0.438	0.438
BSG	CD9	9606.ENSP00000333769	9606.ENSP00000371958	0	0	0	0	0.060	0.113	0	0.496	0.543
BTLA	CD22	9606.ENSP00000333919	9606.ENSP00000085219	0	0	0	0	0.226	0	0	0.686	0.746
BTLA	TBX21	9606.ENSP00000333919	9606.ENSP00000177694	0	0	0	0	0.208	0	0	0.497	0.585
BTLA	LAG3	9606.ENSP00000333919	9606.ENSP00000203629	0	0	0	0	0.102	0	0	0.879	0.887
BTLA	CD79A	9606.ENSP00000333919	9606.ENSP00000221972	0	0	0	0	0.335	0	0	0.531	0.675
BTLA	CD69	9606.ENSP00000333919	9606.ENSP00000228434	0	0	0	0	0.200	0	0	0.711	0.759
BTLA	IL4	9606.ENSP00000333919	9606.ENSP00000231449	0	0	0	0	0.048	0	0	0.420	0.424
BTLA	TNFSF9	9606.ENSP00000333919	9606.ENSP00000245817	0	0	0	0	0	0	0	0.507	0.507
BTLA	NECTIN2	9606.ENSP00000333919	9606.ENSP00000252483	0	0	0	0	0	0	0	0.628	0.628
BTLA	MTUS1	9606.ENSP00000333919	9606.ENSP00000262102	0	0	0	0	0	0	0	0.472	0.472
BTLA	KLRG1	9606.ENSP00000333919	9606.ENSP00000266551	0	0	0	0	0.123	0	0	0.483	0.527
BTLA	CD200R1	9606.ENSP00000333919	9606.ENSP00000311035	0	0	0	0	0.127	0	0	0.448	0.497
BTLA	CD86	9606.ENSP00000333919	9606.ENSP00000332049	0	0	0	0	0.178	0	0	0.734	0.772
BTLA	PRDM1	9606.ENSP00000333919	9606.ENSP00000358092	0	0	0	0	0.110	0	0	0.416	0.458
BTLA	CCRL2	9606.ENSP00000333919	9606.ENSP00000349967	0	0	0	0	0.062	0	0	0.552	0.561
C10orf120	TGIF2LX	9606.ENSP00000331012	9606.ENSP00000453704	0	0	0	0	0.091	0	0	0.511	0.537
C11orf71	TSACC	9606.ENSP00000325508	9606.ENSP00000357238	0	0	0	0	0.060	0	0	0.434	0.445
C11orf98	BOLA2B	9606.ENSP00000432523	9606.ENSP00000306752	0	0	0	0	0.447	0	0	0	0.447
C16orf46	IL22RA1	9606.ENSP00000299578	9606.ENSP00000270800	0	0	0.473	0	0	0	0	0	0.473
C16orf90	WFDC11	9606.ENSP00000401335	9606.ENSP00000348968	0	0	0	0	0	0	0	0.553	0.553
C17orf67	FAM180A	9606.ENSP00000380959	9606.ENSP00000342336	0	0	0	0	0	0	0	0.437	0.437
C20orf173	HEATR9	9606.ENSP00000403566	9606.ENSP00000473941	0	0	0	0	0.063	0	0	0.475	0.487
C2orf15	CSRNP2	9606.ENSP00000497775	9606.ENSP00000228515	0	0	0	0	0	0	0	0.434	0.434
C5orf22	OSM	9606.ENSP00000326879	9606.ENSP00000215781	0	0	0	0	0	0.544	0	0	0.544
C5orf52	DDX59	9606.ENSP00000387027	9606.ENSP00000330460	0	0	0	0	0	0	0	0.448	0.448
CABLES1	ABL1	9606.ENSP00000256925	9606.ENSP00000361423	0	0	0	0	0.075	0	0.500	0.265	0.630
CABLES1	TDRD7	9606.ENSP00000256925	9606.ENSP00000347444	0	0	0	0	0	0	0	0.898	0.898
CADM1	ITGB4	9606.ENSP00000329797	9606.ENSP00000200181	0	0	0	0	0	0.211	0	0.461	0.556
CADM1	MMP13	9606.ENSP00000329797	9606.ENSP00000260302	0	0	0	0	0	0.092	0	0.424	0.454
CADM1	CD9	9606.ENSP00000329797	9606.ENSP00000371958	0	0	0	0	0	0.113	0	0.396	0.441
CADM1	MPPE1	9606.ENSP00000329797	9606.ENSP00000465894	0	0	0	0	0	0	0	0.479	0.479
CADM1	KITLG	9606.ENSP00000329797	9606.ENSP00000495951	0	0	0	0	0	0	0	0.495	0.495
CADM1	CASK	9606.ENSP00000329797	9606.ENSP00000494788	0	0	0	0	0.049	0.095	0	0.586	0.613
CADM1	CADM3	9606.ENSP00000329797	9606.ENSP00000357106	0	0	0	0.848	0.074	0	0.900	0.501	0.949
CADM3	CADM1	9606.ENSP00000357106	9606.ENSP00000329797	0	0	0	0.848	0.074	0	0.900	0.501	0.949
CALHM1	TRPM4	9606.ENSP00000329926	9606.ENSP00000252826	0	0	0	0	0	0	0	0.539	0.539
CALHM1	LRRC8C	9606.ENSP00000329926	9606.ENSP00000359483	0	0	0	0	0	0	0	0.405	0.405
CALHM1	SCN2A	9606.ENSP00000329926	9606.ENSP00000490107	0	0	0	0	0.055	0	0.900	0.155	0.913
CALHM1	CALHM3	9606.ENSP00000329926	9606.ENSP00000358798	0	0	0.074	0.926	0.062	0	0.900	0.452	0.946
CALHM3	TRPM4	9606.ENSP00000358798	9606.ENSP00000252826	0	0	0	0	0	0	0	0.455	0.455
CALHM3	CALHM1	9606.ENSP00000358798	9606.ENSP00000329926	0	0	0.074	0.926	0.062	0	0.900	0.452	0.946
CARD8	IL1RN	9606.ENSP00000499211	9606.ENSP00000259206	0	0	0	0	0.059	0	0	0.452	0.463
CARD8	NLRP1	9606.ENSP00000499211	9606.ENSP00000460475	0	0	0	0.840	0.101	0	0.900	0.551	0.956
CASK	KCNJ4	9606.ENSP00000494788	9606.ENSP00000306497	0	0	0	0	0	0.525	0	0.201	0.604
CASK	CADM1	9606.ENSP00000494788	9606.ENSP00000329797	0	0	0	0	0.049	0.095	0	0.586	0.613
CASK	AIF1L	9606.ENSP00000494788	9606.ENSP00000361383	0	0	0	0	0	0.415	0	0.081	0.439
CASK	EFCAB9	9606.ENSP00000494788	9606.ENSP00000381247	0	0	0	0	0	0.415	0	0.081	0.439
CASK	CRPPA	9606.ENSP00000494788	9606.ENSP00000385478	0	0	0	0	0	0.415	0	0.091	0.445
CCL19	CD22	9606.ENSP00000308815	9606.ENSP00000085219	0	0	0	0	0.068	0.096	0	0.517	0.557
CCL19	TBX21	9606.ENSP00000308815	9606.ENSP00000177694	0	0	0	0	0.086	0	0	0.425	0.452
CCL19	LAG3	9606.ENSP00000308815	9606.ENSP00000203629	0	0	0	0	0.120	0.099	0	0.324	0.417
CCL19	CD79A	9606.ENSP00000308815	9606.ENSP00000221972	0	0	0	0	0.163	0	0	0.535	0.594
CCL19	CD69	9606.ENSP00000308815	9606.ENSP00000228434	0	0	0	0	0.158	0	0	0.487	0.549
CCL19	IL4	9606.ENSP00000308815	9606.ENSP00000231449	0	0	0	0	0.045	0	0	0.581	0.582
CCL19	CSF1R	9606.ENSP00000308815	9606.ENSP00000286301	0	0	0	0	0.203	0	0	0.305	0.422
CCL19	IL10RB	9606.ENSP00000308815	9606.ENSP00000290200	0	0	0	0	0	0	0	0.511	0.511
CCL19	SAA2-SAA4	9606.ENSP00000308815	9606.ENSP00000485552	0	0	0	0	0	0	0	0.417	0.416
CCL19	APLNR	9606.ENSP00000308815	9606.ENSP00000475344	0	0	0	0	0.110	0	0	0.426	0.467
CCL19	CRLF2	9606.ENSP00000308815	9606.ENSP00000370978	0	0	0	0	0.056	0	0	0.485	0.493
CCL19	CD86	9606.ENSP00000308815	9606.ENSP00000332049	0	0	0	0	0.161	0	0	0.608	0.657
CCL19	CCL4	9606.ENSP00000308815	9606.ENSP00000482259	0	0	0	0.786	0.138	0	0.500	0.535	0.782
CCL19	CCRL2	9606.ENSP00000308815	9606.ENSP00000349967	0	0	0	0	0.075	0	0.900	0.990	0.998
CCL4	TBX21	9606.ENSP00000482259	9606.ENSP00000177694	0	0	0	0	0.315	0	0	0.487	0.634
CCL4	FGF20	9606.ENSP00000482259	9606.ENSP00000180166	0	0	0	0	0	0	0	0.447	0.447
CCL4	LAG3	9606.ENSP00000482259	9606.ENSP00000203629	0	0	0	0	0.135	0.099	0	0.688	0.735
CCL4	OSM	9606.ENSP00000482259	9606.ENSP00000215781	0	0	0	0	0.279	0	0	0.348	0.509
CCL4	TIMP1	9606.ENSP00000482259	9606.ENSP00000218388	0	0	0	0	0.069	0	0	0.646	0.656
CCL4	IL10RA	9606.ENSP00000482259	9606.ENSP00000227752	0	0	0	0	0.304	0	0	0.587	0.700
CCL4	CD69	9606.ENSP00000482259	9606.ENSP00000228434	0	0	0	0	0.277	0	0	0.587	0.689
CCL4	IL4	9606.ENSP00000482259	9606.ENSP00000231449	0	0	0	0	0.059	0	0	0.802	0.805
CCL4	APOB	9606.ENSP00000482259	9606.ENSP00000233242	0	0	0	0	0	0	0	0.409	0.408
CCL4	TNFSF9	9606.ENSP00000482259	9606.ENSP00000245817	0	0	0	0	0.063	0	0	0.498	0.509
CCL4	IL1RN	9606.ENSP00000482259	9606.ENSP00000259206	0	0	0	0	0.174	0	0	0.583	0.641
CCL4	TYROBP	9606.ENSP00000482259	9606.ENSP00000262629	0	0	0	0	0.338	0	0	0.324	0.533
CCL4	NRP1	9606.ENSP00000482259	9606.ENSP00000265371	0	0	0	0	0	0	0	0.402	0.402
CCL4	CSF1R	9606.ENSP00000482259	9606.ENSP00000286301	0	0	0	0	0.247	0	0	0.632	0.711
CCL4	CLEC7A	9606.ENSP00000482259	9606.ENSP00000302569	0	0	0	0	0.124	0	0	0.398	0.450
CCL4	CCL19	9606.ENSP00000482259	9606.ENSP00000308815	0	0	0	0.786	0.138	0	0.500	0.535	0.782
CCL4	CLU	9606.ENSP00000482259	9606.ENSP00000315130	0	0	0	0	0.051	0	0	0.523	0.528
CCL4	IL1R2	9606.ENSP00000482259	9606.ENSP00000330959	0	0	0	0	0.131	0.099	0	0.375	0.468
CCL4	CD86	9606.ENSP00000482259	9606.ENSP00000332049	0	0	0	0	0.334	0	0	0.607	0.727
CCL4	CCRL2	9606.ENSP00000482259	9606.ENSP00000349967	0	0	0	0	0.202	0	0	0.910	0.925
CCL4	S100A12	9606.ENSP00000482259	9606.ENSP00000357726	0	0	0	0	0.145	0	0	0.352	0.422
CCL4	NGF	9606.ENSP00000482259	9606.ENSP00000358525	0	0	0	0	0	0	0	0.441	0.441
CCL4	HLA-E	9606.ENSP00000482259	9606.ENSP00000365817	0	0	0	0	0.122	0	0	0.368	0.421
CCL4	MPPE1	9606.ENSP00000482259	9606.ENSP00000465894	0	0	0	0	0.044	0	0	0.583	0.584
CCL4	KITLG	9606.ENSP00000482259	9606.ENSP00000495951	0	0	0	0	0	0	0	0.433	0.433
CCRL2	CD22	9606.ENSP00000349967	9606.ENSP00000085219	0	0	0	0	0.062	0.098	0	0.507	0.546
CCRL2	TBX21	9606.ENSP00000349967	9606.ENSP00000177694	0	0	0	0	0.097	0	0	0.720	0.737
CCRL2	ITGB4	9606.ENSP00000349967	9606.ENSP00000200181	0	0	0	0	0.059	0	0	0.396	0.407
CCRL2	LAG3	9606.ENSP00000349967	9606.ENSP00000203629	0	0	0	0	0.056	0.091	0	0.447	0.484
CCRL2	IL10RA	9606.ENSP00000349967	9606.ENSP00000227752	0	0	0	0	0.181	0	0	0.397	0.485
CCRL2	CD69	9606.ENSP00000349967	9606.ENSP00000228434	0	0	0	0	0.150	0	0	0.749	0.777
CCRL2	IL4	9606.ENSP00000349967	9606.ENSP00000231449	0	0	0	0	0.042	0	0	0.788	0.788
CCRL2	IL1RN	9606.ENSP00000349967	9606.ENSP00000259206	0	0	0	0	0.212	0	0	0.333	0.453
CCRL2	KLRG1	9606.ENSP00000349967	9606.ENSP00000266551	0	0	0	0	0.068	0	0	0.506	0.520
CCRL2	IL22RA1	9606.ENSP00000349967	9606.ENSP00000270800	0	0	0	0	0	0	0	0.404	0.404
CCRL2	CSF1R	9606.ENSP00000349967	9606.ENSP00000286301	0	0	0	0	0.180	0	0	0.471	0.548
CCRL2	IL10RB	9606.ENSP00000349967	9606.ENSP00000290200	0	0	0	0	0.133	0	0	0.348	0.410
CCRL2	CLEC7A	9606.ENSP00000349967	9606.ENSP00000302569	0	0	0	0	0.144	0	0	0.354	0.423
CCRL2	CCL19	9606.ENSP00000349967	9606.ENSP00000308815	0	0	0	0	0.075	0	0.900	0.990	0.998
CCRL2	IL1R2	9606.ENSP00000349967	9606.ENSP00000330959	0	0	0	0	0.109	0.091	0	0.337	0.416
CCRL2	CD86	9606.ENSP00000349967	9606.ENSP00000332049	0	0	0	0	0.165	0	0	0.575	0.630
CCRL2	BTLA	9606.ENSP00000349967	9606.ENSP00000333919	0	0	0	0	0.062	0	0	0.552	0.561
CCRL2	PADI4	9606.ENSP00000349967	9606.ENSP00000364597	0	0	0	0	0.050	0	0	0.480	0.484
CCRL2	NAALADL1	9606.ENSP00000349967	9606.ENSP00000351484	0	0	0	0	0.060	0	0	0.571	0.579
CCRL2	PRDM1	9606.ENSP00000349967	9606.ENSP00000358092	0	0	0	0	0.118	0.042	0	0.556	0.592
CCRL2	CCL4	9606.ENSP00000349967	9606.ENSP00000482259	0	0	0	0	0.202	0	0	0.910	0.925
CD200R1	CD22	9606.ENSP00000311035	9606.ENSP00000085219	0	0	0	0	0.060	0	0	0.934	0.935
CD200R1	LAG3	9606.ENSP00000311035	9606.ENSP00000203629	0	0	0	0	0	0.126	0	0.435	0.485
CD200R1	IL4	9606.ENSP00000311035	9606.ENSP00000231449	0	0	0	0	0.101	0	0	0.541	0.569
CD200R1	TNFSF9	9606.ENSP00000311035	9606.ENSP00000245817	0	0	0	0	0	0.165	0	0.350	0.434
CD200R1	TYROBP	9606.ENSP00000311035	9606.ENSP00000262629	0	0	0	0	0.118	0.095	0	0.419	0.495
CD200R1	CSF1R	9606.ENSP00000311035	9606.ENSP00000286301	0	0	0	0	0.086	0.045	0	0.369	0.401
CD200R1	BTLA	9606.ENSP00000311035	9606.ENSP00000333919	0	0	0	0	0.127	0	0	0.448	0.497
CD200R1	CD86	9606.ENSP00000311035	9606.ENSP00000332049	0	0	0	0	0.135	0	0	0.555	0.599
CD22	CSF1R	9606.ENSP00000085219	9606.ENSP00000286301	0	0	0	0.549	0.088	0.045	0	0.373	0.407
CD22	IL4	9606.ENSP00000085219	9606.ENSP00000231449	0	0	0	0	0	0	0	0.423	0.423
CD22	LAG3	9606.ENSP00000085219	9606.ENSP00000203629	0	0	0	0	0.049	0.126	0	0.367	0.428
CD22	TYROBP	9606.ENSP00000085219	9606.ENSP00000262629	0	0	0	0	0.123	0.045	0	0.377	0.432
CD22	FLT3	9606.ENSP00000085219	9606.ENSP00000241453	0	0	0	0	0.062	0.045	0	0.419	0.434
CD22	PRDM1	9606.ENSP00000085219	9606.ENSP00000358092	0	0	0	0	0.042	0	0	0.544	0.544
CD22	CCRL2	9606.ENSP00000085219	9606.ENSP00000349967	0	0	0	0	0.062	0.098	0	0.507	0.546
CD22	CCL19	9606.ENSP00000085219	9606.ENSP00000308815	0	0	0	0	0.068	0.096	0	0.517	0.557
CD22	ABL1	9606.ENSP00000085219	9606.ENSP00000361423	0	0	0	0	0	0.102	0	0.543	0.572
CD22	IGLL1	9606.ENSP00000085219	9606.ENSP00000329312	0	0	0	0	0.050	0.126	0	0.605	0.643
CD22	CD9	9606.ENSP00000085219	9606.ENSP00000371958	0	0	0	0	0	0.126	0	0.620	0.653
CD22	CD86	9606.ENSP00000085219	9606.ENSP00000332049	0	0	0	0	0.126	0	0	0.620	0.653
CD22	CD69	9606.ENSP00000085219	9606.ENSP00000228434	0	0	0	0	0.074	0	0	0.716	0.726
CD22	BTLA	9606.ENSP00000085219	9606.ENSP00000333919	0	0	0	0	0.226	0	0	0.686	0.746
CD22	CD200R1	9606.ENSP00000085219	9606.ENSP00000311035	0	0	0	0	0.060	0	0	0.934	0.935
CD22	CD79A	9606.ENSP00000085219	9606.ENSP00000221972	0	0	0	0	0.528	0	0.500	0.944	0.985
CD300C	MZF1	9606.ENSP00000329507	9606.ENSP00000215057	0	0	0	0	0	0	0	0.424	0.424
CD300C	HCST	9606.ENSP00000329507	9606.ENSP00000246551	0	0	0	0	0.222	0.075	0	0.520	0.624
CD300C	TYROBP	9606.ENSP00000329507	9606.ENSP00000262629	0	0	0	0	0.444	0.297	0	0.590	0.826
CD300C	KLRG1	9606.ENSP00000329507	9606.ENSP00000266551	0	0	0	0	0.060	0	0	0.465	0.476
CD300C	LILRA4	9606.ENSP00000329507	9606.ENSP00000291759	0	0	0	0	0.139	0.071	0	0.675	0.717
CD300C	FAM210A	9606.ENSP00000329507	9606.ENSP00000323635	0	0	0	0	0	0.594	0	0	0.594
CD300C	DNM1L	9606.ENSP00000329507	9606.ENSP00000449089	0	0	0	0	0	0	0	0.446	0.446
CD300C	CD86	9606.ENSP00000329507	9606.ENSP00000332049	0	0	0	0	0.301	0	0	0.353	0.529
CD300C	HLA-E	9606.ENSP00000329507	9606.ENSP00000365817	0	0	0	0	0.107	0	0	0.506	0.540
CD46	IL10RA	9606.ENSP00000313875	9606.ENSP00000227752	0	0	0	0	0.086	0	0	0.422	0.449
